Destination,Duration(days),Travelerage,Travelergender,Travelernationality,Accommodationtype,Accommodationcost,Transportationtype,Transportationcost
Paris,8,26.0,Female,Emirati,Hotel,500,Train,150
New York,7,31.0,Female,South African,Hotel,700,Bus,500
"Cancun, Mexico",8,33.0,Male,USA,Hotel,600,Plane,900
"London, UK",7,29.0,Female,Japan,Airbnb,500,Plane,100
"Barcelona, Spain",12,45.0,Female,American,Villa,1200,Train,500
"Cancun, Mexico",7,37.0,Male,Korean,Hotel,1800,Plane,120
Paris,7,31.0,Female,Greece,Hostel,1200,Car,150
"Paris, France",9,29.0,Female,Australian,Airbnb,1100,Plane,300
Bangkok,12,31.0,Female,USA,Hotel,900,Plane,150
"Bangkok, Thai",7,26.0,Female,Brazil,Resort,900,Flight,20
New York,7,41.0,Female,American,Airbnb,200,Train,100
"Sydney, Aus",12,23.0,Female,Brazilian,Villa,700,Train,200
"Rio de Janeiro, Brazil",8,43.0,Female,Indian,Airbnb,1200,Train,100
"Los Angeles, USA",7,27.0,Male,USA,Hostel,900,Plane,400
"Paris, France",11,26.0,Male,Canadian,Airbnb,2200,Plane,900
Tokyo,12,26.0,Female,UK,Airbnb,700,Plane,200
Bali,8,45.0,Female,Spanish,Vacation rental,1400,Flight,700
Sydney,12,28.0,Male,New Zealander,Hotel,700,Flight,400
"Cancun, Mexico",11,45.0,Male,Spanish,Hostel,150,Plane,1000
"Rio de Janeiro, Brazil",7,45.0,Female,Canada,Hostel,700,Plane,400
Tokyo,8,32.0,Male,Australian,Hostel,500,Plane,500
Bali,13,27.0,Female,Brazil,Resort,700,Plane,150
Rome,7,29.0,Male,British,Hostel,1500,Car rental,1200
Brazil,7,33.0,Female,French,Airbnb,500,Plane,200
"Athens, Greece",8,24.0,Male,Korean,Hotel,2000,Train,100
Cape Town,8,33.0,Female,Taiwan,Airbnb,1200,Bus,300
Dubai,7,39.0,Female,Australian,Hotel,1500,Flight,3000
"Bali, Indonesia",7,26.0,Male,Italian,Resort,900,Flight,120
Italy,8,39.0,Female,Australian,Airbnb,300,Ferry,150
Barcelona,8,30.0,Male,Korean,Vacation rental,1000,Plane,2500
"Sydney, AUS",7,28.0,Male,Germany,Hotel,1200,Plane,600
"Rome, Italy",13,60.0,Female,Brazilian,Airbnb,2500,Plane,400
Rome,10,37.0,Male,South African,Hotel,400,Car rental,700
"New York, USA",10,24.0,Female,Canadian,Villa,1200,Train,800
"Rome, Italy",7,29.0,Male,Italian,Airbnb,600,Car rental,200
Rome,9,30.0,Female,Spanish,Hotel,1000,Car rental,200
"Tokyo, Japan",8,27.0,Male,Canada,Hotel,1200,Train,1000
Hawaii,8,27.0,Female,New Zealander,Hotel,1500,Train,800
"Rome, Italy",8,31.0,Male,British,Airbnb,200,Train,700
Dubai,9,29.0,Female,Chinese,Hostel,1500,Plane,100
"Marrakech, Morocco",12,45.0,Female,South African,Hotel,1500,Plane,2000
Rome,8,43.0,Male,Canadian,Airbnb,500,Airplane,400
Bali,7,25.0,Male,American,Hotel,150,Train,800
Thailand,14,33.0,Male,Korean,Hotel,1100,Plane,600
Barcelona,8,41.0,Female,Indian,Hotel,400,Train,400
"Barcelona, Spain",12,29.0,Male,South Korean,Resort,700,Plane,200
"Cancun, Mexico",7,28.0,Male,Indian,Airbnb,600,Flight,200
New York,10,30.0,Female,South African,Hotel,400,Plane,500
Brazil,8,26.0,Female,British,Hotel,300,Train,1500
Paris,7,36.0,Female,American,Hostel,900,Plane,300
Thailand,8,29.0,Male,Korean,Hostel,400,Flight,75
Rome,7,35.0,Female,Australian,Hotel,2500,Plane,300
"Cape Town, South Africa",12,31.0,Female,USA,Hostel,2000,Train,1200
New York,8,27.0,Male,Scottish,Resort,6000,Bus,50
Bangkok,12,30.0,Male,American,Airbnb,800,Plane,100
"Sydney, Aus",10,20.0,Female,British,Hostel,800,Train,700
New York,11,30.0,Female,Korean,Resort,400,Plane,1200
Tokyo,7,47.0,Male,Emirati,Airbnb,700,Plane,1200
"Bangkok, Thailand",10,26.0,Female,Spanish,Hotel,1100,Bus,200
"Cape Town, South Africa",11,27.0,Female,American,Hostel,2200,Train,150
Bali,8,31.0,Female,Australian,Airbnb,6000,Bus,3000
"Dubai, United Arab Emirates",13,31.0,Male,British,Airbnb,1000,Plane,250
"Phuket, Thai",12,50.0,Male,Italy,Hotel,1500,Plane,600
"Marrakech, Morocco",7,35.0,Male,Canadian,Hostel,400,Train,1500
Bangkok,8,31.0,Male,Indian,Guesthouse,1000,Train,50
"Marrakech, Morocco",7,28.0,Male,Scottish,Hotel,1400,Flight,800
"Paris, France",7,27.0,Female,Korean,Hostel,1400,Flight,400
"Cancun, Mexico",7,32.0,Female,Brazilian,Hotel,2500,Plane,50
"Amsterdam, Netherlands",13,38.0,Female,Australian,Hotel,1300,Plane,700
"Cancun, Mexico",14,35.0,Female,Korean,Hotel,900,Flight,80
"London, UK",10,33.0,Female,Japanese,Resort,600,Train,200
"Bangkok, Thailand",12,30.0,Male,Italian,Hostel,400,Plane,500
New York,13,27.0,Female,South African,Hotel,2500,Train,400
"London, UK",8,39.0,Female,Japan,Airbnb,800,Plane,700
Barcelona,13,42.0,Female,Chinese,Hostel,1200,Train,1000
"Berlin, Germany",11,33.0,Male,American,Airbnb,900,Bus,300
Rome,10,45.0,Male,American,Resort,1000,Plane,600
"Sydney, Australia",7,26.0,Female,Spanish,Hotel,1200,Car,150
"Phuket, Thai",7,45.0,Female,Dutch,Riad,4000,Plane,300
"Paris, France",13,25.0,Female,Mexican,Villa,1000,Train,200
Santorini,12,35.0,Female,Korean,Hotel,2000,Plane,120
"Vancouver, Canada",8,31.0,Female,American,Hostel,1500,Plane,800
Barcelona,7,30.0,Female,Italian,Resort,150,Plane,300
"Paris, France",11,35.0,Female,Chinese,Airbnb,1100,Train,200
"Sydney, Australia",7,24.0,Male,American,Hotel,1500,Train,150
"Sydney, Australia",12,29.0,Female,Spanish,Villa,1200,Plane,700
Canada,12,25.0,Female,British,Airbnb,5000,Train,1200
New York,8,25.0,Male,Canada,Guesthouse,800,Flight,1000
"Bali, Indonesia",7,35.0,Female,Korean,Hotel,400,Car,300
Canada,10,35.0,Male,American,Villa,900,Plane,1000
Tokyo,8,33.0,Female,Australian,Hotel,600,Train,100
Seoul,8,34.0,Male,American,Hostel,300,Plane,800
"New York City, USA",8,37.0,Male,British,Airbnb,700,Flight,50
"Bangkok, Thailand",13,45.0,Male,Vietnamese,Hotel,5000,Plane,400
"Rome, Italy",10,39.0,Male,Cambodia,Hotel,1000,Flight,400
"Cape Town, South Africa",7,42.0,Female,French,Hotel,800,Bus,800
"Cape Town, South Africa",8,45.0,Female,Canadian,Airbnb,400,Plane,600
"Rio de Janeiro, Brazil",12,28.0,Male,American,Hotel,8000,Train,800
Bali,8,29.0,Male,Spanish,Hotel,5000,Train,500
Sydney,11,38.0,Female,Brazil,Airbnb,2000,Car,150
"Vancouver, Canada",9,29.0,Female,Canadian,Hotel,5000,Plane,400
New York,14,31.0,Female,American,Airbnb,2000,Bus,300
Bali,7,23.0,Male,Canadian,Riad,500,Car rental,150
"Sydney, Aus",8,27.0,Male,American,Hostel,1500,Bus,150
"Berlin, Germany",8,30.0,Female,American,Hotel,1100,Plane,600
"Bangkok, Thailand",8,28.0,Female,Vietnamese,Hotel,900,Plane,1200
New York,12,29.0,Female,South Korean,Hostel,800,Car rental,300
New York,8,37.0,Male,Canadian,Hotel,150,Plane,800
"Amsterdam, Netherlands",7,32.0,Male,British,Vacation rental,800,Train,600
Bali,5,41.0,Male,Australian,Hotel,500,Plane,700
"Tokyo, Japan",7,30.0,Male,Chinese,Vacation rental,2500,Plane,200
Rome,12,41.0,Male,Taiwan,Hotel,7000,Plane,2000
"Bangkok, Thailand",12,29.0,Male,UK,Hostel,700,Plane,1500
"Barcelona, Spain",12,27.0,Male,China,Hotel,1200,Train,700
"New York, USA",13,45.0,Male,Korean,Airbnb,400,Bus,50
Phuket,7,27.0,Male,Korean,Hostel,3000,Train,300
Bangkok,7,29.0,Male,Canadian,Hostel,500,Flight,300
Tokyo,8,39.0,Female,Spanish,Airbnb,600,Plane,500
"Cancun, Mexico",7,26.0,Female,Spanish,Hostel,800,Plane,400
"Paris, France",13,32.0,Male,South African,Airbnb,700,Bus,700
"London, UK",11,39.0,Female,Korean,Guesthouse,800,Plane,1000
Tokyo,8,33.0,Female,Korean,Hostel,3000,Plane,2000
Tokyo,7,33.0,Female,Chinese,Hotel,2500,Plane,900
"Bangkok, Thailand",10,46.0,Female,American,Hotel,2000,Train,100
"Cancun, Mexico",12,26.0,Female,Spanish,Airbnb,500,Plane,300
Bali,7,32.0,Female,British,Resort,400,Train,700
"New York, USA",14,35.0,Female,Chinese,Hotel,900,Bus,1000
Paris,8,37.0,Female,South Korea,Hotel,1500,Bus,500
Barcelona,11,31.0,Female,Emirati,Resort,2500,Plane,150
"Paris, France",13,35.0,Female,Canadian,Hostel,6000,Plane,800
Santorini,7,33.0,Male,Vietnamese,Airbnb,700,Plane,300
"Edinburgh, Scotland",8,25.0,Female,Indian,Hotel,1200,Train,2000
Paris,7,31.0,Male,Singapore,Airbnb,700,Bus,200
"Dubai, United Arab Emirates",12,42.0,Female,Italian,Vacation rental,500,Plane,500
"Rome, Italy",7,24.0,Male,Australian,Hostel,700,Train,700
"Tokyo, Japan",8,29.0,Female,UK,Villa,1200,Train,700
"Dubai, United Arab Emirates",12,31.0,Male,American,Hotel,900,Flight,700
"Bangkok, Thai",8,29.0,Female,Vietnamese,Hotel,1100,Plane,700
Tokyo,8,45.0,Female,British,Hostel,800,Subway,1200
"Athens, Greece",9,60.0,Male,Korean,Airbnb,1200,Airplane,1000
"Marrakech, Morocco",8,33.0,Female,United Arab Emirates,Airbnb,1300,Train,250
"Marrakech, Morocco",9,39.0,Male,Italian,Hotel,900,Train,600
Santorini,8,36.0,Female,Canadian,Hostel,1500,Plane,800
Rio de Janeiro,8,38.0,Male,South Korea,Hotel,1000,Plane,800
Rome,7,35.0,Male,South African,Hotel,1200,Car rental,500
Thailand,8,23.0,Female,American,Hotel,700,Plane,1200
"Sydney, Aus",7,38.0,Male,Brazil,Airbnb,2000,Plane,75
"Sydney, Aus",7,31.0,Male,Vietnamese,Hostel,1000,Car rental,200
"Bali, Indonesia",13,25.0,Female,Brazilian,Riad,1200,Plane,500
"Bali, Indonesia",7,46.0,Female,British,Hostel,1200,Car,700
"Bali, Indonesia",13,45.0,Female,American,Hostel,2500,Plane,2500
"Amsterdam, Netherlands",13,50.0,Female,Australian,Hotel,200,Train,150
"Barcelona, Spain",11,27.0,Female,Brazil,Hotel,400,Train,700
Rome,8,29.0,Male,American,Resort,5000,Plane,500
Bali,7,42.0,Female,British,Airbnb,1200,Train,1000
Bali,8,37.0,Female,British,Hotel,800,Train,3000
Amsterdam,12,34.0,Male,Chinese,Airbnb,900,Plane,600
"Sydney, AUS",13,45.0,Male,Germany,Hotel,700,Car rental,400
Paris,13,42.0,Male,Korean,Hotel,1300,Plane,100
"Paris, France",12,31.0,Female,Spanish,Villa,1500,Car rental,2000
"Rio de Janeiro, Brazil",11,33.0,Female,South African,Airbnb,1500,Flight,20
"Rio de Janeiro, Brazil",8,29.0,Male,Korean,Hotel,1500,Plane,120
"Bangkok, Thailand",7,39.0,Female,American,Hotel,5000,Plane,700
Tokyo,8,23.0,Female,Chinese,Airbnb,400,Car rental,900
"Sydney, Aus",8,33.0,Female,American,Hotel,7000,Car,2500
New York,12,45.0,Male,Scottish,Hostel,1200,Flight,800
"Sydney, Australia",7,27.0,Female,Vietnamese,Hotel,180,Flight,200
Canada,7,28.0,Female,Vietnamese,Resort,300,Car rental,800
"Sydney, Australia",7,35.0,Male,British,Airbnb,350,Plane,1200
"Paris, France",8,40.0,Female,British,Hostel,6000,Plane,1000
"Barcelona, Spain",9,38.0,Male,British,Vacation rental,150,Plane,50
Greece,11,27.0,Male,South Korean,Hostel,180,Train,250
New York,11,29.0,Male,Taiwan,Hotel,1200,Train,500
"Berlin, Germany",14,28.0,Male,South Korean,Hotel,300,Train,500
Bali,12,30.0,Female,Canadian,Hotel,600,Airplane,100
Paris,8,34.0,Male,Chinese,Hostel,1200,Train,300
"Cape Town, SA",8,32.0,Female,Canadian,Airbnb,400,Flight,800
"Tokyo, Japan",12,28.0,Male,Spanish,Resort,1000,Plane,700
"Honolulu, Hawaii",9,33.0,Female,American,Riad,300,Plane,3000
Rome,12,32.0,Female,Japanese,Hostel,6000,Plane,900
Bali,11,31.0,Male,Dutch,Airbnb,500,Train,100
Sydney,8,27.0,Male,American,Villa,200,Train,1200
"Paris, France",12,31.0,Female,Canada,Hotel,600,Plane,3000
"Rio de Janeiro, Brazil",8,30.0,Female,South Korea,Resort,6000,Flight,800
Bangkok,8,31.0,Male,Canadian,Hotel,800,Plane,2500
"New York, USA",7,39.0,Female,British,Hotel,600,Train,1000
"Bangkok, Thailand",13,38.0,Male,Germany,Airbnb,1500,Plane,200
"Paris, France",8,31.0,Female,Indian,Villa,2000,Flight,800
"Sydney, Australia",8,34.0,Male,Canadian,Airbnb,1200,Plane,100
"Tokyo, Japan",11,24.0,Male,Dutch,Resort,1200,Plane,1000
Bali,10,26.0,Female,Emirati,Airbnb,600,Plane,500
Rome,8,42.0,Female,British,Hostel,1100,Train,1200
Tokyo,13,33.0,Female,Brazilian,Hotel,6000,Plane,600
"Seoul, South Korea",12,38.0,Female,South African,Airbnb,700,Bus,1200
"London, UK",10,26.0,Male,Korean,Resort,2000,Plane,400
"Bali, Indonesia",8,29.0,Female,British,Villa,1000,Plane,800
"Paris, France",7,55.0,Male,British,Hostel,500,Plane,600
"Cancun, Mexico",8,33.0,Male,Spain,Hotel,1300,Plane,500
"Sydney, Australia",10,29.0,Male,Taiwan,Hotel,600,Car rental,200
"Rome, Italy",7,26.0,Female,Emirati,Hotel,1000,Plane,400
"Bangkok, Thailand",7,24.0,Female,Korean,Airbnb,400,Plane,800
New York,14,28.0,Male,American,Resort,900,Plane,20
Hawaii,12,28.0,Male,Spanish,Hotel,1100,Flight,250
"Rio de Janeiro, Brazil",7,29.0,Female,Emirati,Hostel,700,Flight,200
Hawaii,8,42.0,Male,Australian,Hotel,1500,Car rental,700
Greece,13,29.0,Male,South African,Airbnb,900,Car,1000
"Phuket, Thailand",7,37.0,Female,Spanish,Hotel,800,Plane,150
"New York, USA",8,25.0,Male,Australian,Airbnb,1200,Plane,700
"Berlin, Germany",7,31.0,Female,Spanish,Hotel,600,Train,50
Cape Town,7,28.0,Male,British,Airbnb,600,Bus,150
Mexico,8,27.0,Female,American,Airbnb,7000,Plane,75
"Rio de Janeiro, Brazil",12,45.0,Male,Canadian,Hostel,1100,Plane,700
"Los Angeles, USA",11,38.0,Female,American,Airbnb,2000,Train,800
Sydney,8,31.0,Female,Canadian,Hostel,900,Ferry,300
Santorini,8,45.0,Male,Canada,Hotel,700,Plane,3000
Greece,8,39.0,Female,Indonesian,Hotel,900,Plane,300
London,8,29.0,Female,Canada,Hostel,600,Subway,150
"Bali, Indonesia",8,34.0,Female,Canadian,Resort,600,Train,75
Australia,8,28.0,Male,South Korean,Airbnb,700,Train,300
Rome,8,50.0,Female,Moroccan,Hostel,1200,Train,300
"Paris, France",12,24.0,Male,UK,Airbnb,1200,Plane,150
"Bangkok, Thailand",10,33.0,Male,Australian,Hotel,800,Plane,600
Sydney,11,29.0,Female,Taiwanese,Riad,800,Plane,1500
"Paris, France",11,31.0,Male,Moroccan,Hotel,1200,Plane,300
"Rio de Janeiro, Brazil",11,29.0,Male,Canadian,Hotel,700,Airplane,100
"Los Angeles, USA",8,31.0,Male,British,Airbnb,1300,Plane,700
"Paris, France",8,27.0,Female,Australian,Hotel,500,Plane,300
"Cancun, Mexico",7,42.0,Female,American,Hotel,350,Plane,600
"Tokyo, Japan",11,35.0,Female,German,Hostel,1400,Train,700
New York,8,31.0,Female,French,Hostel,6000,Train,900
Bali,11,39.0,Female,South Korean,Airbnb,2500,Bus,300
Santorini,8,31.0,Male,South African,Vacation rental,400,Car rental,1000
"Bali, Indonesia",8,31.0,Female,American,Hotel,1200,Bus,800
"Bali, Indonesia",7,29.0,Female,Spanish,Airbnb,600,Plane,900
"New York City, USA",7,45.0,Female,Canadian,Resort,600,Flight,250
Thailand,12,37.0,Male,American,Hotel,1000,Car,700
Cape Town,13,29.0,Male,Canadian,Hostel,600,Flight,50
Santorini,7,29.0,Female,Emirati,Airbnb,800,Plane,150
"Vancouver, Canada",12,32.0,Male,American,Hotel,900,Plane,700
"Vancouver, Canada",13,37.0,Male,American,Hostel,1000,Train,700
"Marrakech, Morocco",13,47.0,Female,Korean,Airbnb,700,Car rental,800
"Sydney, Australia",8,37.0,Male,British,Airbnb,1200,Car,400
Cape Town,13,50.0,Female,British,Airbnb,200,Car rental,300
"Paris, France",6,29.0,Female,Moroccan,Hotel,800,Plane,150
"Bangkok, Thailand",8,29.0,Male,Chinese,Resort,1200,Train,300
"Vancouver, Canada",8,27.0,Male,Italian,Resort,1800,Train,1200
Paris,8,38.0,Male,Italian,Resort,1200,Car rental,200
"Marrakech, Morocco",8,31.0,Male,Emirati,Airbnb,1300,Train,900
"Bali, Indonesia",7,26.0,Male,Spanish,Hotel,1000,Train,150
Canada,8,29.0,Male,American,Resort,2200,Train,300
"Sydney, Aus",13,35.0,Male,Italian,Hotel,1200,Flight,700
"New York, USA",8,29.0,Male,American,Hotel,700,Plane,50
"Cancun, Mexico",8,35.0,Female,British,Hostel,1300,Plane,600
"Tokyo, Japan",13,39.0,Male,Spanish,Airbnb,1500,Car rental,800
"London, UK",8,38.0,Male,American,Hotel,2000,Airplane,300
"Berlin, Germany",7,42.0,Female,Korean,Airbnb,1000,Car rental,1000
Barcelona,13,45.0,Male,Canada,Airbnb,2500,Plane,300
"Rio de Janeiro, Brazil",11,28.0,Female,Scottish,Hotel,2200,Bus,800
Greece,7,37.0,Female,Korean,Hostel,500,Train,350
"Seoul, South Korea",9,39.0,Male,Spain,Hotel,300,Flight,500
"Edinburgh, Scotland",13,28.0,Female,British,Hostel,300,Flight,700
"Sydney, Australia",7,28.0,Female,American,Hostel,1000,Train,300
"New York City, USA",13,33.0,Female,Germany,Hostel,1200,Flight,400
"Bangkok, Thailand",10,31.0,Male,Spain,Hotel,900,Car,2000
"Sydney, Australia",13,39.0,Male,American,Hotel,1000,Car rental,600
"Edinburgh, Scotland",8,27.0,Female,South African,Hostel,6000,Airplane,600
Tokyo,9,35.0,Female,Indian,Hotel,1200,Plane,300
"Tokyo, Japan",8,25.0,Male,Australian,Hostel,4000,Train,200
"Tokyo, Japan",7,45.0,Male,Mexican,Airbnb,900,Car,100
"Barcelona, Spain",7,35.0,Male,Spanish,Hotel,400,Plane,1200
"Marrakech, Morocco",13,33.0,Male,British,Hotel,1000,Car rental,1000
Canada,10,29.0,Male,British,Hotel,1500,Plane,700
Dubai,7,27.0,Female,USA,Hotel,1200,Car rental,700
"Seoul, South Korea",7,28.0,Male,Spanish,Hostel,1100,Car rental,600
"Auckland, New Zealand",8,27.0,Male,Indian,Hostel,1100,Plane,400
"Barcelona, Spain",12,28.0,Male,British,Hotel,500,Plane,1000
"Cape Town, SA",11,25.0,Female,Canadian,Hostel,1800,Plane,600
"Rio de Janeiro, Brazil",7,27.0,Female,American,Resort,600,Plane,3000
"London, UK",12,31.0,Male,UK,Hotel,2500,Train,150
"Tokyo, Japan",12,41.0,Male,British,Airbnb,300,Train,700
Rome,7,34.0,Male,Indian,Hotel,1200,Plane,500
"Cape Town, South Africa",7,37.0,Male,Scottish,Airbnb,900,Airplane,50
"New York, USA",12,35.0,Male,Korean,Airbnb,600,Car rental,150
Rome,8,42.0,Female,South African,Hotel,400,Plane,400
New York,7,27.0,Female,Indonesian,Airbnb,2200,Flight,500
Tokyo,13,25.0,Male,Germany,Resort,500,Train,600
New York,14,33.0,Male,Vietnamese,Hotel,800,Airplane,150
Paris,8,27.0,Female,South African,Airbnb,500,Plane,75
New York,7,32.0,Male,Indonesian,Hotel,500,Plane,1200
Brazil,11,35.0,Male,American,Hostel,700,Car,150
"Tokyo, Japan",10,31.0,Female,Australian,Airbnb,7000,Plane,1000
"Cancun, Mexico",7,33.0,Male,British,Hostel,1000,Plane,400
"New York City, USA",13,27.0,Male,British,Airbnb,2000,Plane,100
New York,13,29.0,Male,Canadian,Villa,2500,Train,700
"Berlin, Germany",8,35.0,Female,Australian,Hotel,6000,Plane,2000
"Sydney, Australia",7,25.0,Female,Canada,Hostel,800,Train,800
Sydney,10,36.0,Female,Moroccan,Hostel,800,Flight,800
Canada,9,31.0,Female,Korean,Airbnb,1500,Plane,150
Rome,7,37.0,Female,Italian,Airbnb,700,Car rental,500
"Paris, France",7,30.0,Male,Brazilian,Resort,1500,Train,150
"Barcelona, Spain",11,29.0,Female,Taiwan,Hotel,1200,Plane,400
"Barcelona, Spain",8,50.0,Female,Chinese,Hotel,600,Plane,800
Bali,11,45.0,Female,American,Hotel,900,Plane,700
Sydney,7,38.0,Male,USA,Hostel,5000,Airplane,300
Tokyo,7,30.0,Male,Canadian,Hotel,900,Plane,500
New York,7,24.0,Male,Korean,Airbnb,1100,Train,50
Egypt,7,39.0,Male,Australian,Hostel,1000,Plane,600
Santorini,11,31.0,Male,Chinese,Airbnb,800,Car rental,400
"New York, USA",8,41.0,Male,Chinese,Airbnb,1200,Plane,400
Bangkok,12,35.0,Male,American,Hostel,900,Train,400
"Paris, France",8,41.0,Male,Australian,Villa,400,Plane,1200
"Bangkok, Thailand",7,31.0,Male,Indonesian,Hostel,1500,Plane,3000
"Rio de Janeiro, Brazil",7,45.0,Female,Australian,Hotel,1300,Plane,1000
New York,8,28.0,Female,American,Hotel,6000,Bus,75
Paris,7,28.0,Female,Indian,Hotel,500,Train,2500
"Seoul, South Korea",11,28.0,Male,British,Airbnb,2000,Train,800
Tokyo,14,42.0,Male,British,Resort,1200,Plane,500
"Paris, France",8,45.0,Male,South Korean,Hotel,900,Plane,800
"Rome, Italy",8,29.0,Male,New Zealander,Airbnb,1200,Plane,150
"Bangkok, Thailand",8,28.0,Male,American,Hotel,300,Bus,50
Dubai,7,42.0,Male,American,Hotel,600,Train,1200
"Sydney, Aus",8,33.0,Female,British,Hotel,600,Plane,50
"Rio de Janeiro, Brazil",8,31.0,Male,Chinese,Airbnb,1200,Car rental,700
Sydney,11,28.0,Female,Cambodia,Airbnb,200,Train,500
Rome,12,29.0,Male,British,Hotel,1500,Plane,500
"Sydney, Australia",7,29.0,Male,Chinese,Hotel,1200,Train,100
Bangkok,11,45.0,Male,Spanish,Hostel,400,Plane,700
"Seoul, South Korea",7,29.0,Male,American,Airbnb,600,Plane,1000
"Phuket, Thai",7,37.0,Female,Chinese,Hotel,1000,Plane,100
"Cancun, Mexico",10,29.0,Male,British,Airbnb,6000,Train,700
Rome,7,28.0,Female,Italy,Hostel,180,Plane,1000
"Marrakech, Morocco",11,23.0,Male,Italian,Hostel,1200,Plane,700
Bangkok,14,27.0,Female,American,Hostel,1200,Car rental,100
Paris,7,25.0,Female,Emirati,Hotel,5000,Plane,800
"Tokyo, Japan",12,25.0,Male,Canadian,Hotel,1200,Train,700
London,7,42.0,Female,Canadian,Airbnb,6000,Plane,700
Tokyo,11,45.0,Male,Moroccan,Airbnb,1200,Plane,1200
Paris,10,28.0,Female,Greece,Hotel,4000,Car,350
Hawaii,7,28.0,Male,American,Airbnb,1500,Flight,600
"Berlin, Germany",8,41.0,Male,Korean,Hotel,1400,Plane,500
"Paris, France",7,45.0,Male,Taiwanese,Airbnb,150,Plane,800
"Berlin, Germany",7,28.0,Female,American,Hotel,800,Plane,50
Italy,7,28.0,Male,Canadian,Hostel,900,Ferry,700
Rio de Janeiro,14,38.0,Female,Korean,Resort,1200,Train,700
Hawaii,14,28.0,Male,Australian,Resort,200,Train,700
"Athens, Greece",11,25.0,Male,Korean,Airbnb,1300,Train,50
Rome,6,25.0,Male,Canadian,Resort,1500,Plane,150
"Seoul, South Korea",12,29.0,Female,South Korean,Hostel,600,Plane,500
"Paris, France",8,42.0,Female,American,Hotel,600,Plane,500
"Rome, Italy",10,29.0,Male,Mexican,Hostel,1200,Plane,150
"Bangkok, Thailand",14,29.0,Male,Brazil,Hotel,700,Plane,150
Italy,7,27.0,Male,American,Hotel,1000,Plane,1000
Sydney,8,31.0,Female,South Korean,Airbnb,800,Plane,500
"Edinburgh, Scotland",7,31.0,Female,British,Hotel,1300,Plane,700
"Bali, Indonesia",12,37.0,Male,Australian,Airbnb,200,Plane,800
"Rio de Janeiro, Brazil",11,30.0,Male,Emirati,Hotel,1100,Plane,150
"Bali, Indonesia",12,60.0,Male,Australian,Airbnb,700,Plane,400
New York,8,35.0,Female,Chinese,Villa,2000,Bus,600
"Bali, Indonesia",8,45.0,Male,Italian,Hotel,3000,Train,900
"Rome, Italy",7,30.0,Male,American,Resort,5000,Car rental,50
Egypt,10,28.0,Male,Hong Kong,Riad,800,Plane,400
"Bali, Indonesia",12,27.0,Female,American,Hostel,3000,Flight,700
"Paris, France",7,33.0,Male,Singapore,Airbnb,800,Plane,300
"Bangkok, Thailand",8,35.0,Female,Japan,Hotel,1200,Train,700
"London, UK",7,26.0,Male,Germany,Airbnb,350,Flight,800
"Barcelona, Spain",8,29.0,Female,American,Hostel,1000,Plane,500
"London, UK",12,39.0,Male,Mexican,Airbnb,180,Bus,150
"Cape Town, SA",12,35.0,Male,Spanish,Hostel,700,Car rental,150
"Rome, Italy",9,35.0,Female,Chinese,Hostel,900,Car rental,800
"Sydney, Aus",8,32.0,Male,American,Riad,1200,Plane,50
"Bangkok, Thailand",7,46.0,Male,Australian,Airbnb,400,Plane,300
Rio de Janeiro,7,28.0,Female,Cambodia,Vacation rental,1300,Train,2500
"Rome, Italy",8,33.0,Female,Greece,Airbnb,200,Plane,50
Bali,7,25.0,Male,South African,Hotel,1200,Flight,600
"New York, USA",8,25.0,Male,Greece,Airbnb,1200,Car rental,800
Tokyo,11,38.0,Male,Japan,Hotel,600,Subway,150
"Paris, France",9,39.0,Female,Chinese,Airbnb,6000,Car rental,1500
